code,year,Manip,Readty,Analy,Turn,Roe,Lev,Size,Comstate,Roc,PE,PS,Eps,Opps,Rps,Ncfops,IO,MO,ED,Beta,PB,sector,TOPSalary,Readty_predicted,Readty2,Lnma,Equity,Same,Digital,Big4
sz.000785,2014,0,11.9126129,0,345.940143,0.030858,0.6626,2884269186,0,0.487,51.7491,0.5001,0.1,0.26,12.67,0.35,44.5256,0,1.6233,0.74178,1.9238125,L,13.96634231,11.62067301,12.41374851,0,1,0,1,0
sz.000786,2014,1,13.39707583,3.295836866,267.66796,0.153359,0.3625,13372563053,18162935,0.4446,18.9507,2.3862,1.01,1.48,8.64,0.72,71.9259,0,1.3976,0.95521,1.6942555,C,14.54257644,12.05178309,13.888895,0.693147181,1,0,0,0
sz.000791,2014,1,12.55980083,0,780.51451,0.054333,0.7221,13621460305,0,1.2134,70.3457,7.1599,0.24,0.27,1.43,0.7,93.2658,0,1.1701,0.7159,1.84164425,D,13.8954311,11.77404218,13.03196548,0.693147181,1,0,0,0
sz.000796,2014,0,13.20727362,0,230.833589,0.065916,0.4797,1266750151,0,0.4577,39.6599,2.7559,0.02,0.03,0.54,0.36,18.2214,0,3.4466,0.89537,2.340222667,L,13.18440065,10.91375216,13.70327698,0,0,0,0,0
sz.000799,2014,1,14.24445713,0,1030.932887,-0.058433,0.2009,2106915039,100727291,0.0382,-82.3133,6.9577,-0.23,-0.32,0.83,-0.4,36.9107,0,2.8598,0.9173,2.38736525,C,14.67120209,12.29926551,14.72550267,0.693147181,0,0,0,0
sz.000800,2014,0,14.84708622,2.944438979,386.400014,0.018596,0.5841,20914886080,215745922,0.2723,32.0491,0.8303,0.15,0.12,14.92,0.37,67.8547,0,0.2087,1.23157,2.12214625,C,14.54749424,12.18932838,15.34266654,0,1,0,0,0
sz.000801,2014,1,11.65633771,1.945910149,280.393019,0.057074,0.4828,2989793143,0,0.5683,108.1542,3.1848,0.1,0.05,3.56,0.13,73.095,0.0008,1.7068,1.22284,5.04082075,C,13.37607648,11.25322189,12.13932504,0.693147181,1,1,0,0
sz.000807,2014,0,16.21277782,1.945910149,229.321125,-0.136218,0.8075,24405023827,0,0.6235,332.5301,0.5692,-0.19,-0.38,9.02,0.52,58.9656,0.0075,0.4852,1.1204,1.462159333,C,13.69492472,11.50213831,16.67705604,0,1,0,0,0
sz.000809,2014,1,11.62603302,1.386294361,493.963037,0.008271,0.4397,6208286170,189002932,-0.0357,8.1325,3.346,0,0.02,0.35,-1.61,41.1724,0.0075,0.5778,0.48128,2.00804975,N,14.70488261,12.20241454,12.10864627,0.693147181,1,0,0,0
sz.000810,2014,1,13.84092198,0,266.696039,0.194554,0.4849,3909796270,0,0.2443,73.5264,2.2592,0.55,0.52,5.01,-0.1,73.5101,5.8106,0.7779,0.76573,3.92177775,C,15.05865629,12.50633488,14.30422282,0.693147181,0,0,1,0
sz.000818,2014,2,12.6570146,0,783.798631,0.042921,0.2383,2668794808,0,0.5211,-54.8223,1.1071,0.06,0.09,3.17,0.13,39.968,0,1.7602,0.84137,1.23692275,C,14.20349103,11.87252303,13.14056062,1.098612289,0,0,0,0
sz.000820,2014,0,13.01531336,0,305.82617,0.009745,0.6667,688465498.5,0,-0.2468,243.3566,8.2697,0,0.01,0.8,-0.13,11.05,0,6.3368,0.48059,8.55274,C,13.49392831,11.09379147,13.50701884,0,0,0,0,0
sz.000821,2014,1,14.30175745,1.791759469,819.993393,0.009806,0.3946,1939323019,0,1.5661,425.4386,4.6251,-0.01,0.02,1.95,0.04,37.5847,0.0075,2.3411,0.92247,2.02799325,C,13.3171091,11.21163868,14.78286718,0.693147181,0,1,0,0
sz.000822,2014,0,12.59171027,0,209.984479,0.077035,0.4448,3859282854,0,0.5135,-5.2293,1.0454,0.09,0.06,4.21,0.61,41.39,0.0075,1.0555,0.93282,1.6451035,C,13.74830288,11.43351035,13.0981135,0,1,0,0,0
sz.000826,2014,0,12.15953766,3.465735903,304.390611,0.155116,0.4475,9548933543,0,0.0217,36.0063,8.597,0.61,0.68,3.4,-0.25,61.6185,0.5573,1.4089,1.00922,4.09551175,N,14.16968307,11.76040898,12.64370078,0,0,0,0,0
sz.000830,2014,0,15.49630856,1.609437912,367.001717,0.060426,0.6992,19861878673,0,0.3075,19.9188,0.7154,0.21,0.25,6.34,0.61,36.205,0.0802,0.9614,0.80346,1.05539175,C,15.15842784,12.55499676,16.00430387,0,1,0,0,0
sz.000831,2014,2,13.27616875,1.609437912,469.907649,-0.022447,0.0156,2614824676,235228660,0.3601,136.6287,14.7543,0.05,0.07,0.49,-0.47,59.5717,0.06,1.2951,0.88256,8.62587475,C,14.22980392,11.90591964,13.73216617,1.098612289,1,0,0,0
sz.000839,2014,2,12.09120454,0.693147181,425.806162,0.026786,0.4202,11450513544,0,0.7952,-128.2286,8.8496,0.06,0.06,1.04,-0.28,46.2332,0.0226,4.8862,1.0002,2.18282125,I,14.66103585,12.24246789,12.55741907,1.098612289,1,0,0,0
sz.000848,2014,1,11.93079075,3.465735903,224.987854,0.33741,0.2762,1850786013,0,0.1242,31.5985,4.1918,0.16,0.21,1.14,0.29,71.2503,0.0471,0.5764,0.68087,8.08809225,C,15.43464154,12.85006629,12.43086206,0.693147181,0,0,0,0
sz.000852,2014,0,10.49933846,1.098612289,788.549116,0.060513,0.4653,2295395361,270270000,0.2187,69.8391,4.4669,0.08,0.08,2.83,-0.04,73.4482,0.0026,1.9798,0.948,7.070495667,C,13.95518641,11.75833665,10.98360282,0,1,0,0,0
sz.000858,2014,1,11.33926205,3.610917913,177.697556,0.14798,0.1309,46408870653,0,0.3729,11.0808,3.3017,1.24,1.69,3.97,-0.2,64.4321,0.01,1.2509,0.83313,1.79838425,C,15.17712819,12.49681198,11.84368531,0.693147181,1,0,0,0
sz.000860,2014,1,12.02063905,2.708050201,387.039309,0.070765,0.6664,15543096554,13900000,0.2161,48.4332,1.1748,0.5,0.74,12.52,0.7,65.6139,0.0035,0.7078,0.71355,1.8750745,C,13.22492177,11.01562101,12.49458515,0.693147181,1,1,0,0
sz.000868,2014,0,11.59046189,0.693147181,537.048927,0.019034,0.7119,4954911981,0,0.4506,186.039,1.1262,0.03,-0.23,5.06,-0.62,39.5342,0.0012,1.0082,1.08909,2.578060667,C,14.39828524,12.01746042,12.08070922,0,1,0,0,0
sz.000875,2014,1,12.07510354,0.693147181,753.995134,0.020011,0.7757,20317653694,344973695,0.8168,52.834,1.58,0.01,0.02,2.35,0.86,60.1867,0.004,0.6444,0.98805,1.22444575,D,14.43877215,12.15242173,12.53023128,0.693147181,1,0,0,0
sz.000876,2014,1,13.10033744,2.708050201,226.983495,0.114774,0.3447,33401185639,0,-0.023,14.7507,0.4205,0.3,0.46,9.05,0.32,79.0046,0.0767,0.9062,1.0569,1.25816975,C,15.57388576,12.99212144,13.59543427,0.693147181,0,0,0,0
sz.000878,2014,0,11.94493313,0,213.667675,0.013283,0.7262,24870798982,0,0.6395,-28.1213,0.4037,0.07,0.12,32.8,2.33,62.8443,0.0006,0.1857,1.2673,2.188238333,C,13.68892754,11.48371818,12.45576831,0,1,0,0,0
sz.000882,2014,0,10.8823172,1.945910149,490.285292,0.012487,0.4947,13266279127,0,0.5336,280.7703,8.3632,0.01,0.01,0.17,0.07,75.4241,0.0006,0.8882,0.78608,1.14717625,L,13.99089226,11.76741864,11.37097375,0,1,0,1,0
sz.000883,2014,1,11.13197601,1.098612289,175.393089,0.078852,0.5345,33673817441,638880,1.0125,28.9314,3.1013,0.21,0.27,0.99,0.43,78.3174,0.007,0.4452,1.05454,1.16265,D,14.39492953,12.08244256,11.60861922,0.693147181,1,0,0,0
sz.000886,2014,0,11.32183211,0,346.943112,0.014581,0.1584,3251368180,0,0.2286,31.286,9.7499,0.03,0.04,0.12,-0.1,29.1672,0.0005,2.5997,0.92633,1.56356725,K,14.2692584,11.83492477,11.79566212,0,1,0,0,0
sz.000887,2014,1,11.08468962,1.791759469,324.146612,0.193305,0.4335,5426246608,0,0.7143,33.4956,3.6989,0.4,0.5,3.46,0.35,54.004,0.2051,2.435,0.74292,4.36687275,C,14.4336653,11.99675266,11.55956236,0.693147181,0,0,0,0
sz.000888,2014,0,12.65532751,3.258096538,156.909054,0.107454,0.1809,2205115828,0,-0.0268,42.0257,6.1306,0.33,0.39,1.33,1,73.1037,0.0239,2.052,0.45801,2.90397175,N,13.55388732,11.26596316,13.13945922,0,1,0,1,0
sz.000893,2014,0,11.46663585,1.386294361,263.458119,-0.930911,0.9328,8057290445,0,-0.0759,22.4877,0.4324,-0.61,-0.62,24.24,1.42,42.8494,4.7621,0.0462,0.49398,6.704923667,C,14.99926055,12.48795476,11.96666639,0,0,0,0,0
sz.000895,2014,2,15.60693301,3.761200116,192.008547,0.260583,0.2557,21982434237,0,-0.3299,18.873,1.5446,1.44,1.81,15.07,1.39,80.573,0.0222,1.4916,0.71593,5.315969,C,15.28676651,12.56296152,16.09965523,1.098612289,0,0,0,1
sz.000905,2014,1,12.70307891,0,755.50577,0.112835,0.4467,5093187501,0,1.0247,26.9544,1.7276,0.08,0.12,3.65,0.22,57.5412,0,0.4973,1.12519,2.0955085,G,14.54503836,12.24028189,13.19733394,0.693147181,1,0,0,0
sz.000906,2014,0,11.46966965,1.609437912,337.848375,0.067396,0.7369,5464249816,0,1.1534,73.2265,0.2228,0.22,0.27,45.42,-0.13,73.0512,0,0.0776,0.98249,3.307508,F,14.96373838,12.54765059,11.97056414,0,1,0,1,0
sz.000910,2014,0,11.41916407,1.945910149,196.400155,0.062625,0.6237,8188920053,0,0.4289,27.4548,0.4592,0.15,0.24,11.47,0.74,60.151,0,1.0765,1.04089,1.03979475,C,14.68071892,12.24220839,11.92340608,0,0,0,0,0
sz.000917,2014,1,10.9851454,1.609437912,717.994686,0.034073,0.3593,15773548212,354460093,0.0349,53.4859,4.6893,0.23,0.28,2.78,-0.35,42.9012,0.1116,2.2465,1.02823,2.196351,I,14.35212147,11.96376264,11.45620307,0.693147181,1,0,1,0
sz.000921,2014,0,11.87640451,2.772588722,153.426774,0.19445,0.703,13266793964,0,-0.2839,13.0612,0.4657,0.08,0.14,7.33,0.42,81.8503,0.0697,1.3025,0.99143,3.13803425,C,15.03267625,12.5598647,12.37105179,0,1,0,0,0
sz.000925,2014,0,12.47478037,0.693147181,212.325755,0.013076,0.7388,3554984104,0,0.8938,-44.7669,4.6671,-0.01,0.02,1.15,0.27,68.0375,0.8639,0.5465,0.8622,6.399153667,C,14.93849053,12.50464066,12.94141667,0,1,0,0,0
sz.000928,2014,0,13.43491495,1.386294361,434.945975,0.068473,0.7743,10708842863,254412256,0.6602,-41.5607,0.7876,0.14,0.31,12.9,0.46,73.4742,0,0.1256,1.02556,8.52346825,E,13.50898676,11.36799601,13.92692582,0,1,0,0,0
sz.000929,2014,1,11.89757676,0,343.988338,0.113648,0.2779,1527665120,0,0.2431,47.3108,2.1722,0.17,0.25,1.21,0.69,41.1078,0.0958,3.4937,0.9211,1.6065245,C,13.81150354,11.47719574,12.3962601,0.693147181,0,0,0,0
sz.000930,2014,2,12.14213987,0,648.762571,0.012196,0.5478,6864197921,0,0.8595,177.6286,1.0433,0.03,0,5.68,0.6,22.7629,0.0027,1.0067,0.96819,1.6410135,C,14.20016121,11.83244956,12.65693037,1.098612289,1,0,0,0
sz.000932,2014,0,12.23401237,1.791759469,215.259612,0.007301,0.7989,73090990582,0,1.0206,552.1127,0.1982,0.01,-0.01,14.26,1.62,74.7664,0.027,0.563,1.07582,0.5552495,C,14.49946612,12.19710648,12.70697719,0,1,1,1,0
sz.000935,2014,2,11.94670482,0,941.770646,0.016112,0.2773,4707262155,0,0.298,64.1526,2.2074,0.04,0.24,2.43,0.55,70.63,0,0.5996,0.88622,1.0772455,C,15.26553084,12.84272836,12.43171889,1.098612289,0,0,0,1
sz.000936,2014,1,14.13784206,0.693147181,303.610101,0.025536,0.3207,3478172793,0,0.6425,91.8797,2.0648,0.04,0.06,2.07,-0.13,44.7978,0.0583,0.2618,0.79777,1.69466575,C,13.4815765,11.24036073,14.6112859,0.693147181,0,0,0,0
sz.000938,2014,0,12.50679953,1.609437912,791.418166,0.070709,0.5507,4669921936,0,0.0574,58.4119,0.7046,0.18,0.28,14.5,-2.29,35.0979,0.0035,0.1103,1.35223,3.131557,C,14.1731857,11.8359662,12.9895577,0,1,0,1,0
sz.000950,2014,0,11.94428163,1.386294361,199.776506,-0.174828,0.6963,6830931720,0,0.3711,-54.4524,0.9268,-0.46,-0.46,3.98,-0.4,63.1411,0.0017,0.8098,0.96802,1.300746,F,13.54553873,11.39921619,12.41889772,0,1,0,0,0
sz.000951,2014,3,12.68352055,2.197224577,291.128176,0.097907,0.7055,16695619847,0,0.8077,22.4076,0.4043,0.88,1.4,42.52,0.24,66.1318,0,0.3602,1.08124,1.26517775,C,14.07517966,11.70137096,13.16511311,1.386294361,1,0,0,1
sz.000959,2014,2,12.2759023,1.609437912,591.716986,0.00266,0.6116,61546325239,4083239481,1.0244,-208.0566,0.8373,0,0,1.1,0.3,80.267,0.0001,0.4005,1.17886,0.74157925,C,14.06174622,11.91293213,12.73980056,1.098612289,1,0,0,0
sz.000960,2014,0,12.99378061,2.302585093,230.673699,0.004876,0.6847,22581731628,0,0.6292,-15.6545,0.9138,0.19,0.17,16.79,0.92,64.3121,0.0003,0.5386,1.03081,2.421971667,C,13.98946471,11.70020499,13.46415242,0,1,0,0,0
sz.000963,2014,1,11.98774047,3.663561646,137.79214,0.333773,0.7204,9007197600,0,0.1437,38.1481,1.3659,1.26,2.2,32.67,0.83,84.5201,0,0.3305,0.6607,8.425375,F,15.05677944,12.42038761,12.44823581,0.693147181,0,1,0,0
sz.000966,2014,0,11.3830575,0.693147181,388.906049,0.302619,0.7566,10392579504,0,0.9095,24.8919,0.9261,1.12,1.53,9.04,3.53,62.4136,0,0.6356,1.16432,1.7902515,D,14.62821742,12.13267013,11.83102325,0,1,0,0,0
sz.000967,2014,0,12.51697496,0,178.069972,0.043569,0.425,2538316292,0,0.7727,98.593,1.3524,0.01,0.04,2.43,0.08,47.3793,0.1957,0.6356,0.88842,2.134728667,N,13.57978949,11.32808449,12.98915115,0,0,0,0,0
sz.000971,2014,2,12.58849655,0,525.443599,0.171894,0.8149,128883066,0,0.8582,-253.5176,23.3465,-0.06,-0.06,0.16,-0.07,36.05,0.1957,8.5298,0.91621,160.1258555,I,14.03865491,11.73062878,13.06501428,1.098612289,0,0,0,0
sz.000972,2014,0,13.27288417,0,463.572352,0.013629,0.6106,1971019547,0,0.3983,-11.4956,3.998,-0.03,-0.03,0.1,-0.12,47.03,0,2.9848,0.8616,4.909881,C,12.8823305,10.78207895,13.76021006,0,1,0,0,0
sz.000975,2014,0,15.9310417,1.791759469,291.441696,0.071536,0.0586,4943572116,0,0.7946,36.2065,27.9559,0.16,0.26,0.41,-0.03,31.5408,25.0796,0.5054,1.1886,2.694688,B,15.55499397,12.87636258,16.39523572,0,0,1,0,0
sz.000977,2014,0,12.09881811,2.079441542,675.684069,0.145071,0.6074,5948551992,0,0.8209,101.0838,4.6785,0.4,0.47,10.28,-0.84,55.6225,0.0001,0.3854,1.19346,7.76469175,C,14.31780046,11.99180866,12.59909582,0,1,0,0,0
sz.000981,2014,0,13.44307796,1.609437912,468.269999,0.129139,0.8115,26502315171,900000,0.5808,20.0944,2.4624,0.41,0.65,5.68,-1.71,90.48,0.0001,0.7039,0.72949,0.96994175,C,15.46908037,12.95875329,13.92319166,0,0,0,0,0
sz.000983,2014,1,14.00955613,2.890371758,222.639601,0.017237,0.6118,48196952318,0,0.1577,27.0217,0.8781,-0.01,-0.01,1.88,0.42,61.3482,0.0011,1.2067,1.32171,1.0407155,B,14.08339877,11.79816041,14.51450605,0.693147181,1,0,0,0
sz.000988,2014,0,13.42195756,2.197224577,673.282337,0.059686,0.3844,4690942444,0,0.7329,141.3018,5.9863,0.17,0.16,1.98,0.06,48.446,0,2.2194,1.17541,3.233001,C,15.41317969,12.88871165,13.90175516,0,1,0,1,0
sz.000993,2014,0,13.42911639,1.098612289,260.834303,0.017581,0.5978,3856989203,0,0.303,48.7709,1.94,0.24,0.33,1.77,0.09,61.5957,0,1.8181,1.13368,1.671675,D,13.48241402,11.26630003,13.87817264,0,1,0,0,0
sz.000996,2014,0,16.0338524,0.693147181,719.927093,0.016453,0.1176,654504691.9,0,0.9403,287.4372,69.3599,0.05,0.05,1.44,-0.59,20.883,0.0003,1.3012,1.68301,7.62730325,F,14.39212448,12.04667034,16.51517432,0,0,1,1,0
sz.000997,2014,1,11.16703323,2.63905733,716.031063,0.155219,0.5036,3711781545,0,0.7106,64.0807,7.8729,0.12,0.17,1.33,0.26,54.3445,0.6559,1.6355,1.1963,6.28578575,I,13.79795842,11.60158586,11.67334723,0.693147181,0,0,1,0
sz.000998,2014,1,12.93959071,3.091042453,364.544273,0.189158,0.5078,4105223770,0,0.4435,104.8754,10.4065,0.12,0.08,0.82,-0.15,39.2681,6.2018,0.7304,0.8851,7.8990525,A,14.5626728,12.092377,13.40756801,0.693147181,0,0,0,0
sz.000999,2014,0,11.87122073,2.995732274,189.10886,0.153239,0.3442,10667242379,1156220,-0.0896,20.5552,3.0414,0.81,0.99,5.7,0.9,76.1427,0.0002,1.7155,0.85994,2.99866,C,15.41677536,12.760918,12.36096536,0,1,0,0,1
sz.001696,2014,0,11.96080211,2.302585093,613.928251,0.113848,0.3633,5791823752,0,0.6957,28.1725,2.0909,0.26,0.33,2.96,0.11,47.2003,2.1838,1.2887,1.15572,2.04296475,C,14.40085034,12.03436001,12.43523085,0,0,0,0,0
sz.002001,2014,0,16.14465729,1.791759469,271.905724,0.115185,0.2311,9123764118,0,0.179,19.5138,3.8981,0.65,0.79,2.78,0.77,66.1241,1.9435,1.3479,0.79683,2.196982,C,15.17648737,12.57334907,16.62753886,0,0,0,0,0
sz.002003,2014,0,12.4867794,2.302585093,388.038273,0.132062,0.1513,2131093935,0,0.2468,15.1223,1.8888,0.26,0.34,1.6,0.37,38.9518,18.2547,3.9721,0.92087,1.753271,C,14.75649429,12.20985336,12.98158611,0,0,0,0,0
sz.002007,2014,0,16.49291021,2.995732274,304.804575,0.158247,0.0355,3769637163,0,0.1603,39.274,17.3204,0.73,0.77,1.66,0.55,65.5197,0.523,0.9642,0.89408,4.73590975,C,14.46261432,11.991122,16.98016824,0,0,1,0,0
sz.002009,2014,0,13.051913,1.945910149,374.747995,0.067103,0.5895,3892819542,0,0.2988,97.7218,2.9953,0.12,0.04,1.37,0.15,53.1813,24.3392,0.4654,1.48379,2.706877667,C,14.11561589,11.78190084,13.51532894,0,0,0,0,0
sz.002011,2014,0,13.3687128,1.098612289,383.451461,0.036122,0.6604,10397556720,0,0.0689,40.4467,1.2756,0.02,0.01,1.89,0.16,49.4979,0.4681,1.42,1.02157,2.12146,C,15.34393384,12.77557881,13.86340218,0,0,0,0,0
sz.002019,2014,0,17.44139795,1.386294361,557.107254,0.093512,0.2373,3334689372,0,0.0722,200.4411,8.5196,0.25,0.34,2.41,0.19,24.0925,50.8414,1.5169,0.7196,6.857654,C,14.05563,11.55098516,17.92271413,0,0,1,0,0
sz.002020,2014,1,12.08963836,2.302585093,470.234478,0.076566,0.3226,2064659374,0,0.1765,61.9592,4.8799,0.32,0.38,3.16,0.58,33.0909,22.3647,1.4011,0.72852,4.04956625,C,14.11190531,11.64660708,12.58028027,0.693147181,0,0,0,0
sz.002023,2014,1,12.37748538,2.833213344,579.658192,0.094855,0.4169,2952013574,0,0.2835,53.816,17.1856,0.32,0.33,1.07,0.02,33.3866,18.994,1.399,1.32466,3.98530575,C,13.90288112,11.54605472,12.86106543,0.693147181,0,0,0,0
sz.002025,2014,1,15.87969752,1.945910149,730.113972,0.11401,0.2464,2832369350,0,0.4373,34.987,4.5498,0.15,0.2,1.23,0.06,51.9754,0.058,0.7648,1.29462,2.8011945,C,14.13897065,11.86573175,16.37154023,0.693147181,1,0,0,0
sz.002026,2014,2,13.85763847,1.609437912,438.016647,0.063002,0.2082,1984811777,0,0.2722,50.2362,4.1714,0.23,0.15,1.71,0.02,62.9489,0,3.8497,0.97388,2.1587105,C,14.18015437,11.84982134,14.32821438,1.098612289,0,0,0,0
sz.002027,2014,2,13.69227782,0,1261.532263,0.013305,0.1614,590772469.9,0,0.3722,-20.893,1.5567,0,0,0.93,0.05,0.097,42.9729,1.5051,1.09969,4.652657,L,14.10967234,11.704483,14.17302843,1.098612289,0,1,1,0
sz.002031,2014,1,12.73974591,2.079441542,610.205835,0.053608,0.275,3983258829,0,0.628,45.1571,7.9977,0.08,0.08,0.48,0.1,37.1024,3.6163,2.2752,1.21593,2.27630675,C,13.77562666,11.51854815,13.25382641,0.693147181,0,0,0,0
sz.002032,2014,1,11.02287717,2.708050201,104.652062,0.182122,0.355,6633644957,0,0.169,17.76,1.2869,0.28,0.37,3.98,0.93,92.4549,0.5806,1.2866,0.89662,2.34900025,C,15.84242133,13.22888119,11.50012702,0.693147181,0,0,0,0
sz.002033,2014,1,12.61169619,3.091042453,444.409294,0.095263,0.2178,2613133106,17712382,0.1337,25.521,6.4833,0.58,0.91,1.98,0.8,59.4037,0,2.3292,0.87382,1.9742845,N,13.47302166,11.20309538,13.07419856,0.693147181,1,0,0,0
sz.002034,2014,0,12.3264887,0.693147181,563.27327,-0.037722,0.5829,1264338966,0,0.2204,59.2926,1.169,0.04,-0.08,9.58,0.76,13.0573,37.5584,2.0817,0.79107,2.31915925,N,13.74294094,11.32340547,12.81609146,0,0,0,0,0
sz.002035,2014,1,12.66166489,3.044522438,462.290727,0.192213,0.4307,2638212777,0,0.1833,17.5386,1.167,0.56,0.63,8.35,0.54,59.29,3.2054,1.3857,0.88235,2.809482,C,14.50865824,12.05078546,13.14878854,0.693147181,0,0,1,0
sz.002036,2014,0,12.02475205,0,369.154718,0.021051,0.1364,912072381.9,0,0.0992,108.5187,4.9387,0.05,0.04,1.1,0.17,35.5373,2.5095,1.6528,0.88861,3.2029205,C,14.52177187,12.04660212,12.4903151,0,0,1,0,0
sz.002039,2014,0,10.47509505,0,296.360602,0.153953,0.7907,18609139343,0,1.0567,17.4691,4.2804,0.92,1.53,5.8,2.82,47.9004,0.0108,0.2962,0.67283,0.90287175,D,14.28520226,11.79675251,10.93357675,0,1,0,0,0
sz.002041,2014,2,13.45272949,3.258096538,225.02749,0.190133,0.2649,3949334688,0,-0.0788,31.935,7.4942,0.46,0.53,1.8,0.22,67.4976,8.21,0.6777,0.76298,4.10447425,A,13.68824634,11.36046372,13.93694566,1.098612289,0,0,0,0
sz.002043,2014,2,11.3006171,1.098612289,543.848477,0.05358,0.2424,1087402434,0,0.4289,89.438,2.1157,0.06,0.06,2.11,0.08,37.7695,2.9354,1.3385,0.94223,2.834046,C,13.54107503,11.29409094,11.79278498,1.098612289,0,0,1,0
sz.002044,2014,0,16.75646093,0,368.159911,0.127842,0.3445,683603868.4,0,0.4282,-367.7656,2.9675,0.12,0.24,1.25,-0.24,42.0113,0.1034,2.2442,1.26294,3.847141333,Q,14.3069093,11.92765619,17.22728786,0,0,0,0,0
sz.002048,2014,1,13.93536817,2.564949357,590.871648,0.122043,0.4352,8593512744,0,0.7026,18.643,1.0446,0.26,0.42,3.68,0.4,24.6718,17.4793,1.1988,1.19624,1.640996,C,14.98706378,12.42696575,14.40457978,0.693147181,0,0,0,0
sz.002049,2014,1,11.88755546,3.091042453,695.157214,0.116327,0.2479,3489986599,0,-0.0279,50.7292,15.8302,0.15,0.16,0.53,0.09,69.0626,3.0477,1.4817,1.13167,6.05416125,C,14.97866168,12.55679553,12.36304238,0.693147181,1,0,1,0
sz.002050,2014,0,11.87102853,2.302585093,184.652804,0.138066,0.4942,7020699683,0,0.5612,25.6053,1.9893,0.52,0.64,5.89,0.42,60.6931,2.4901,0.2416,0.89019,2.691317333,C,14.35696296,11.91979539,12.35318025,0,0,1,0,0
sz.002051,2014,0,10.93935795,3.091042453,246.711416,0.165584,0.6794,17900024907,0,0.6071,27.6972,2.2888,0.91,1.05,8.06,0.15,75.5252,0.2189,0.1987,1.17178,2.6592465,E,15.59509639,12.95492517,11.41025344,0,1,1,0,0
sz.002052,2014,1,11.42329832,1.386294361,862.655725,-0.448666,0.7085,2985967439,0,-0.2808,-110.5455,3.1842,-0.36,-0.38,1.65,-0.49,10.4158,24.4782,1.1612,1.08003,6.2805745,C,13.64115836,11.34111032,11.89594828,0.693147181,0,1,0,0
sz.002053,2014,0,13.40485246,0.693147181,601.535356,0.061143,0.7429,3837386549,0,1.106,70.0407,1.5742,0.07,0,6.69,0.65,63.569,0,2.1694,0.93785,2.278883,C,13.86515845,11.6740108,13.88313218,0,1,0,0,0
sz.002055,2014,1,14.24950571,1.791759469,612.792128,0.072039,0.5769,3381571649,0,0.083,38.3187,2.2728,0.1,0.12,1.67,0.05,47.5476,3.7107,2.7497,1.35363,3.1590945,C,14.600371,12.20336163,14.72450112,0.693147181,0,0,0,0
sz.002056,2014,1,11.76818447,1.386294361,443.089343,0.115746,0.3104,4782851887,0,0.4098,30.465,2.7594,0.22,0.23,2.27,1.1,60.9902,0.0276,1.9001,1.29017,2.66533075,C,14.43624886,12.0856864,12.27113043,0.693147181,0,1,0,0
sz.002057,2014,0,12.8561611,0,854.295016,0.039277,0.1835,608388522.6,10991250,0.9737,119.5693,8.0159,0.09,0.04,1.3,-0.08,40.7743,0,2.1128,1.05971,4.00236075,C,13.6664315,11.47931401,13.3375198,0,1,0,0,0
sz.002060,2014,1,12.68880486,2.302585093,496.780761,0.039005,0.7998,12607608349,0,0.6489,46.0954,0.8264,0.03,0.04,2.1,0.15,51.4282,0.0095,0.5876,0.87079,1.4722525,E,14.52009261,12.13961085,13.16804033,0.693147181,1,0,0,0
sz.002068,2014,0,11.60590837,1.945910149,477.054415,0.069916,0.7792,6786321440,0,1.0256,75.2809,0.6979,0.13,0.15,9.73,2.97,63.5381,0,0.7346,1.00163,2.0355315,C,13.91752639,11.69377501,12.08916582,0,1,0,0,0
sz.002072,2014,0,12.11706797,0.693147181,605.629809,0.024505,0.8321,1116289788,0,1.009,-37.5421,2.7065,-0.08,-0.08,1.13,0.43,42.3791,0,1.4979,0.64495,10.29723275,I,12.34583894,10.36867903,12.60857359,0,0,0,0,0
sz.002074,2014,0,13.39563036,1.098612289,546.206828,0.076039,0.5873,1273976676,0,1.5232,100.641,4.8481,0.11,0.13,2.19,0.08,13.3393,15.8301,1.52,0.71481,6.312683667,C,14.26326922,11.82174775,13.87513277,0,0,0,0,0
sz.002077,2014,0,11.52428279,0,387.972042,0.04065,0.8048,5485971736,0,0.3602,37.1777,0.7422,0.15,0.15,4.91,-0.7,54.6604,0,0.5833,1.10003,1.7805325,C,13.52315224,11.30882282,12.00982665,0,1,0,0,0
sz.002078,2014,0,13.78226348,1.945910149,248.724651,0.086476,0.6425,16293255202,0,0.3624,28.8579,0.8565,0.04,0.07,1.11,0.65,67.1376,0.4704,0.5934,0.77731,1.519311,C,13.93737503,11.65596015,14.26525843,0,0,1,0,0
sz.002080,2014,0,11.89754958,1.386294361,312.241524,0.060266,0.6591,8055259844,0,0.0543,45.045,1.5103,0.18,0.14,7.09,0.96,73.2861,0.4704,1.616,1.20652,1.9170645,C,14.79563994,12.37912118,12.38321539,0,1,0,0,0
sz.002086,2014,0,11.2907327,1.791759469,438.41865,0.029628,0.4593,2646335624,0,0.1507,69.7799,4.144,0.01,0.01,0.57,-0.22,32.3234,3.3033,2.7642,0.87898,1.629497,A,13.3046866,11.06078189,11.79051355,0,0,1,0,0
