code,year,Manip,Readty,Analy,Turn,Roe,Lev,Size,Comstate,Roc,PE,PS,Eps,Opps,Rps,Ncfops,IO,MO,ED,Beta,PB,sector,TOPSalary,Readty_predicted,Readty2,Lnma,Equity,Same,Digital,Big4
sz.300096,2017,1,12.88840399,1.386294361,399.213217,0.024917,0.5979,1910237185,0,-0.288,474.359,9.2738,-0.12,-0.15,0.73,-0.4,13.4887,16.5824,3.2548,1.18302,8.148152,I,14.52270905,11.99583369,13.37271241,0.693147181,0,0,1,0
sz.300099,2017,1,12.09913411,1.945910149,1069.632219,0.058841,0.0796,1922687119,4400978,-0.3277,75.6843,17.4614,0.04,0.04,0.24,0.07,0.1399,42.7101,1.2414,1.91118,3.63533175,C,13.6509908,11.32974782,12.5718366,0.693147181,0,0,0,0
sz.300100,2017,0,12.52463636,1.945910149,180.057818,0.065041,0.568,6572900317,0,-0.5394,20.9971,1.8997,0.56,0.74,7.44,0.62,69.8908,4.727,1.3865,0.9496,3.0268235,C,15.06549854,12.46771099,13.01895908,0,0,0,0,0
sz.300101,2017,0,13.03118402,2.772588722,428.411709,0.035296,0.2541,1277215811,0,-0.2762,397.0414,17.0909,0.04,0.07,0.48,-0.18,48.8632,1.525,1.7884,2.11809,8.950427,C,14.80061852,12.3978074,13.51021723,0,0,0,1,0
sz.300102,2017,0,13.71196625,1.945910149,668.177907,0.077645,0.4872,5287916061,0,0.2019,94.5397,6.269,0.22,0.21,1.22,0.37,20.6052,1.1614,1.8783,1.6367,2.4113295,C,14.93917344,12.42366411,14.17558938,0,0,0,0,0
sz.300103,2017,1,13.07117814,1.386294361,929.639873,0.048874,0.1334,1023137504,0,-0.2013,143.6688,17.0577,0.14,0.16,1.09,-0.06,36.4743,27.6655,0.9093,1.66814,4.89073625,N,14.02836213,11.71814122,13.55182092,0.693147181,0,1,0,0
sz.300106,2017,0,12.72158181,1.098612289,398.533049,-0.595264,0.7045,2422903460,0,-0.5139,-30.0613,2.4931,-0.38,-0.39,2.54,0.07,43.6044,0.4311,1.5522,1.46876,2.39387925,A,13.05280106,10.95011195,13.1842161,0,1,0,0,0
sz.300110,2017,1,13.0010713,0.693147181,191.659832,0.025268,0.4638,2887101983,0,0.3427,493.3413,10.9192,0.02,0.04,0.93,0.17,52.2351,0.1654,2.0116,0.67038,6.937688,C,14.27760865,11.87489479,13.49268697,0.693147181,0,0,0,0
sz.300111,2017,0,13.06660636,0,197.720938,0.018038,0.5129,2695680964,0,-0.3188,103.4582,2.5082,0.01,0.01,0.86,0.01,4.7509,0.3049,0.783,1.29748,3.523145,C,14.4014071,11.85779736,13.51996827,0,0,0,0,0
sz.300115,2017,0,11.81541423,3.433987204,229.678894,0.128628,0.5384,10083492110,0,-0.2299,25.6674,2.9815,0.59,0.67,6.55,0.23,69.0288,0.5674,2.6596,0.77549,5.7328395,C,15.15476598,12.54820753,12.30123129,0,0,0,0,0
sz.300120,2017,1,13.46936111,1.386294361,389.197009,0.031154,0.298,2676005098,0,-0.2133,227.8651,5.7403,0.08,0.07,1.57,-0.19,41.1846,18.1471,3.286,1.88829,3.5524705,C,13.34085774,11.13829607,13.95118804,0.693147181,0,1,0,0
sz.300121,2017,0,14.58431623,2.772588722,331.839228,0.237875,0.473,1623623530,0,-0.2644,26.9331,3.1281,0.16,0.19,1.42,0.09,10.375,5.5066,0.9385,1.77804,5.592727,C,14.28838569,11.8113678,15.04988954,0,0,1,0,0
sz.300122,2017,1,12.44565177,3.258096538,173.375078,0.147156,0.2846,4105898075,0,0.7043,297.037,100.7115,0.18,0.2,0.48,0.07,8.5844,60.9026,1.3489,1.36456,13.41373125,C,14.29335896,11.72367624,12.93032107,0.693147181,0,1,0,0
sz.300123,2017,0,11.52905606,2.48490665,557.725747,0.021004,0.2863,6551415112,0,-0.2003,348.5213,11.4987,0.03,0.03,0.77,-0.24,67.2315,2.6404,2.2707,1.46224,2.76280875,C,14.12203965,11.86915617,12.0462283,0,0,0,0,0
sz.300124,2017,0,13.02672686,3.951243719,161.919278,0.195355,0.3671,9047119843,0,0.4274,53.7972,13.2024,0.43,0.47,1.88,0.18,33.7543,22.8415,1.3855,1.31003,8.18845775,C,15.25069055,12.57769642,13.51146537,0,0,1,0,0
sz.300125,2017,0,11.73303754,0,179.340956,-0.343528,0.4295,1397739484,0,-0.1023,-75.865,19.412,0.01,0.01,0.73,0.02,34.512,0.3339,1.1714,1.27398,3.25356175,C,14.20145368,11.78424909,12.21698883,0,0,0,0,0
sz.300129,2017,0,13.41384852,3.135494216,222.932538,0.068095,0.2984,3217674304,0,-0.08,27.5978,3.8875,0.21,0.21,1.72,-0.03,31.8742,30.1538,0.4648,1.1569,2.53652275,C,14.28488962,11.77636989,13.88707624,0,0,0,0,0
sz.300130,2017,2,13.22129357,2.890371758,684.101293,0.03599,0.4812,3894304556,0,-0.0391,57.984,5.623,0.18,0.18,2.82,-0.34,18.6987,39.8781,1.4965,2.04055,3.14438175,C,14.40007036,11.95144263,13.71449656,1.098612289,0,1,1,0
sz.300131,2017,0,12.10973934,1.791759469,328.136357,0.0758,0.5969,5115830832,0,-0.2854,36.0105,1.7378,0.12,0.16,5.39,-0.25,8.5013,35.1198,0.158,1.16124,4.29747675,F,14.33834439,11.76295295,12.58435704,0,0,0,1,0
sz.300132,2017,2,13.2624093,0,258.223473,0.130141,0.2348,951402536.9,0,-0.2672,55.112,5.4499,0.19,0.24,1.49,0.03,14.9697,0.5514,0.4339,1.73018,4.707696,C,14.54970419,12.02639869,13.72422301,1.098612289,0,0,1,0
sz.300135,2017,0,12.00091464,0,617.780554,0.031323,0.6074,3065816565,0,-0.3786,122.4422,2.4777,0.01,0.03,0.55,-0.22,0.3031,30.7034,0.2706,1.77804,3.66483325,C,13.45740745,11.12184421,12.48555639,0,0,0,0,0
sz.300136,2017,0,12.79496104,3.526360525,303.512834,0.322177,0.4787,5333210322,0,0.7789,75.3323,20.6511,0.73,0.73,2.53,0.5,38.412,21.4219,1.2109,0.97792,16.5803405,C,14.97625253,12.33859201,13.3047788,0,0,0,0,0
sz.300138,2017,1,11.82074992,2.197224577,246.636118,0.087895,0.4347,2872804942,0,-0.0262,45.8803,2.1734,0.32,0.3,5.77,1.63,31.0901,27.8176,0.3366,1.09911,3.015451,C,15.64647487,12.87340303,12.32486983,0.693147181,0,1,1,0
sz.300139,2017,0,13.65978331,0,389.323443,-0.170958,0.2578,1501792148,0,-0.417,-405.1282,9.6111,-0.09,-0.07,0.64,0.19,1.4912,29.3871,2.1303,1.95927,2.22700675,C,14.11413331,11.65667209,14.12723912,0,0,0,1,0
sz.300140,2017,0,12.64545077,0,574.855631,0.057298,0.5875,3648620694,43140123,0.0732,59.9867,4.5408,0.02,0.01,1.18,-0.8,63.4421,0.0272,0.8662,1.65873,4.2026925,C,14.82215411,12.46322616,13.1401774,0,1,0,0,0
sz.300144,2017,0,12.16704566,3.80666249,150.527356,0.145643,0.1459,8754680705,0,-0.1089,28.0897,10.2509,0.63,0.78,1.59,0.93,46.8952,22.9501,0.5834,0.88434,3.9629195,R,14.39716792,11.83405153,12.66623177,0,0,0,1,0
sz.300145,2017,0,12.04714903,3.850147602,189.892131,0.128276,0.5221,9865133995,0,-0.1759,25.4864,5.1489,0.16,0.19,0.83,0.06,32.9222,30.7107,1.1983,0.84071,4.050611333,C,14.14301485,11.63849482,12.5173413,0,0,0,0,0
sz.300146,2017,0,13.54396894,2.772588722,500.482729,0.150222,0.1606,6113609643,0,0.258,40.3518,9.5626,0.55,0.66,1.6,0.44,9.9428,52.0292,0.74,0.96262,3.953655,C,16.31110992,13.32636522,14.02914483,0,0,0,0,0
sz.300149,2017,0,13.3930805,0,54.583192,0.071231,0.1991,1043177286,0,-0.2096,108.0986,25.0507,0.12,0.14,0.46,0.1,47.5119,25.1427,1.1985,1.96124,6.798631,M,14.141067,11.75542862,13.86335783,0,0,0,1,0
sz.300151,2017,1,12.76351327,0,265.052698,0.041763,0.1318,975165081.4,0,-0.3609,109.403,6.2608,0.02,0.02,0.28,0.07,1.2486,57.1447,3.0361,1.78163,5.814586333,C,14.52408857,11.91063103,13.25171079,0.693147181,0,1,0,0
sz.300152,2017,1,11.40439265,2.197224577,410.229807,0.003599,0.5935,3026179112,0,-0.0881,-18.4687,6.2139,0.01,-0.03,0.65,-0.03,33.7505,0.014,1.1169,1.30557,3.3347865,N,15.08616986,12.53859633,11.90611397,0.693147181,0,1,0,0
sz.300154,2017,1,13.83614091,0.693147181,184.630943,0.054972,0.1628,1866863762,0,-0.3463,50.4505,5.5088,0.15,0.16,1.04,0.32,29.187,39.6738,1.6618,1.52848,2.3541105,C,14.37169246,11.84467479,14.2990416,0.693147181,0,1,0,0
sz.300157,2017,1,12.23437128,1.386294361,1504.584105,-0.136467,0.4409,6330101141,0,-0.0076,63.2017,4.8075,0.11,0.14,3.57,-0.68,3.7016,16.7816,0.5727,1.55574,1.8077145,B,14.40645944,12.02673734,12.71014755,0.693147181,0,0,0,0
sz.300160,2017,0,12.97144138,3.044522438,402.467324,0.084439,0.3848,2164912632,0,-0.3469,37.1158,4.0901,0.23,0.26,1.76,0.06,54.3849,51.9312,2.4844,1.44617,4.22966025,C,14.75430654,12.22347606,13.44422667,0,0,1,0,0
sz.300161,2017,1,13.45044482,2.079441542,464.605734,0.028688,0.4102,2325908914,0,-0.3815,183.7257,3.4184,0.03,-0.28,4.03,-1.31,26.0507,3.7313,2.2046,1.71765,2.56534775,C,14.35998428,11.94131571,13.9293752,0.693147181,1,0,0,0
sz.300169,2017,0,18.58754241,0.693147181,330.325212,-0.031671,0.4285,2064465552,0,-0.531,1315.2174,2.398,0,0.01,0.62,-0.03,8.5806,28.0003,1.0332,1.885,2.0593475,C,14.52261045,11.98186605,19.07346104,0,0,0,0,0
sz.300170,2017,0,11.65177886,3.135494216,435.866982,0.131625,0.2199,3146622560,0,0.0076,40.9752,5.9693,0.08,0.07,0.75,-0.23,13.108,25.4059,3.4352,1.7384,4.25324875,I,14.4927829,11.99192836,12.14613262,0,0,0,1,0
sz.300171,2017,0,11.737872,0,266.277069,0.041185,0.2932,4366270510,0,-0.3439,27.883,4.6232,0.18,0.23,1.9,-0.12,2.6407,62.5376,1.4215,1.5687,2.361126,C,14.26537589,11.66007058,12.23628538,0,0,1,0,0
sz.300172,2017,0,12.59125727,1.791759469,899.158525,0.098384,0.3842,2018422244,0,-0.1683,40.0485,6.4523,0.16,0.15,0.93,-0.2,0.7917,42.3166,0.7319,1.5943,4.12544925,N,13.89948491,11.47992332,13.06444013,0,0,0,0,0
sz.300174,2017,0,11.92407643,0,87.983967,0.084977,0.4975,1350422565,0,-0.0943,162.1111,10.9475,0.01,0.04,0.86,0.18,21.7099,10.0893,2.2664,0.48775,10.938318,C,15.16410331,12.44983039,12.40991507,0,0,0,0,0
sz.300179,2017,1,13.5454803,1.945910149,432.090825,0.076516,0.1793,980880677.1,0,-0.1844,62.4642,17.9665,0.14,0.16,0.49,0.15,5.2444,42.1073,1.5898,1.73737,4.13415025,C,14.2429987,11.72444659,14.02962303,0.693147181,0,1,0,0
sz.300181,2017,3,13.14119011,1.098612289,390.176484,0.033322,0.3076,2152430710,11582395,-0.161,80.2935,5.5498,0.08,0.04,0.98,-0.09,11.7073,30.9794,2.3516,1.4328,3.0821925,C,14.48138983,11.93353636,13.61769655,1.386294361,0,0,0,0
sz.300183,2017,1,11.12322627,2.63905733,465.549653,0.087874,0.1175,3069897550,0,-0.2225,29.1604,9.1872,0.12,0.09,0.45,0.39,7.3231,54.2532,1.3411,1.78665,3.687015,I,15.05966544,12.38851832,11.6266327,0.693147181,0,0,1,0
sz.300188,2017,1,11.22530063,3.583518938,577.937115,0.116786,0.2447,3111938829,0,-0.0659,51.3877,9.9515,0.07,0.06,0.45,-0.37,13.8883,45.3,1.7821,1.6832,4.53092275,I,14.6060571,12.07117194,11.70680582,0.693147181,0,0,1,0
sz.300189,2017,0,11.77758374,0,344.709987,-0.011551,0.1731,2491384955,0,-0.3333,135.1351,3.1114,-0.01,0,1.02,0.26,9.4069,14.5863,0.813,1.48551,1.91208925,A,14.08462201,11.62839086,12.25513754,0,0,0,0,0
sz.300191,2017,1,14.52507677,0.693147181,488.250757,-0.014537,0.0618,1270246150,0,-0.3427,2512.2222,90.0025,-0.06,-0.07,0.15,0.07,1.6258,47.075,0.7795,1.47169,7.13322575,B,14.15590438,11.64290852,15.00479034,0.693147181,0,1,0,0
sz.300192,2017,0,14.23855221,2.302585093,211.000559,0.008166,0.4983,1702326927,0,-0.1126,104.5242,6.6365,0.06,0.07,1.42,0.17,1.789,37.4521,0.7837,1.52194,4.556652667,P,14.28794934,11.72647803,14.71815036,0,0,1,0,0
sz.300196,2017,0,14.25573481,2.48490665,348.283442,0.083859,0.2098,3103969891,0,-0.3068,22.2849,3.131,0.14,0.16,1.37,0.5,17.1803,51.2525,0.9565,1.06657,2.64721025,C,14.29050235,11.71808345,14.72363322,0,0,0,0,0
sz.300197,2017,0,13.35322117,3.663561646,420.454298,0.125311,0.6868,20295963012,0,-0.0418,30.7206,4.0373,0.3,0.33,3.1,-0.21,24.0015,43.9103,0.6254,1.61652,3.53267375,N,15.53783081,12.80848663,13.82941806,0,0,0,1,0
sz.300198,2017,0,13.13703445,1.386294361,542.546643,0.043182,0.4286,3141618445,0,0.0015,112.2896,6.1599,0.03,0.05,0.87,-0.05,2.2038,31.8109,0.6291,1.37973,4.220852,C,13.83305672,11.40707876,13.59527801,0,0,1,0,0
sz.300201,2017,0,12.78697206,1.945910149,143.380654,0.079949,0.4784,2275154421,0,-0.1224,70.2046,5.2183,0.07,0.08,0.97,-0.15,39.5822,11.3161,0.9858,0.93571,5.981155,C,14.6528018,12.11438562,13.25766857,0,0,0,0,0
sz.300203,2017,0,11.75381843,3.496507561,279.124147,0.143009,0.4555,6377998717,0,0.1637,35.2735,6.8487,0.71,0.78,3.67,-0.69,67.747,0.2532,1.4967,1.11533,4.389732,C,14.3828683,11.94936243,12.24480811,0,0,0,0,0
sz.300205,2017,0,12.71263122,0.693147181,298.049016,0.018421,0.34,1835218245,0,-0.3445,145.7364,2.4842,0.08,0.08,3.37,-0.47,50.1989,1.261,1.3755,2.15489,4.23295675,C,14.86388198,12.43074299,13.19883795,0,1,0,0,0
sz.300208,2017,0,12.4012577,0,228.865906,0.175335,0.5062,3892073521,0,-0.2674,37.4443,8.0527,0.41,0.49,1.48,-0.25,22.6888,11.0219,0.3344,1.16271,6.04200925,C,14.40240849,11.83836039,12.8620022,0,1,0,0,0
sz.300212,2017,0,12.24803395,3.044522438,396.114982,0.074318,0.6409,9047430453,26335310,-0.2029,70.8867,4.4549,0.01,0.03,1.25,-1.9,46.3872,5.9761,0.598,1.98699,3.284947333,I,15.11406628,12.63467441,12.74019151,0,1,0,1,0
sz.300215,2017,1,13.63529855,1.098612289,550.121311,0.063485,0.4738,3792102957,0,-0.3139,93.9611,12.5791,0.05,0.07,0.22,0.39,27.0597,26.4011,1.97,2.00694,4.287974,M,14.71196627,12.23334253,14.11271305,0.693147181,0,1,1,0
sz.300217,2017,0,12.79976631,1.098612289,338.043966,0.044397,0.3029,2972368951,0,-0.3005,70.7838,4.0821,0.05,0.07,0.95,-0.08,4.3069,39.6196,1.9154,1.55725,2.18622875,C,14.46710683,11.88898295,13.27865471,0,0,0,0,0
sz.300218,2017,0,12.95265668,1.098612289,256.212161,-0.017136,0.4653,1950259436,0,-0.4513,51.1494,1.3746,-0.01,-0.03,5.05,0.1,62.4401,0.4367,1.5647,1.75855,2.3421955,C,14.9258541,12.48940199,13.43185261,0,0,1,0,0
sz.300222,2017,0,13.09124129,1.791759469,1029.182869,0.08195,0.3069,5983162235,0,-0.0135,51.1973,8.3042,0.27,0.31,2.26,-0.2,16.1082,40.155,1.2953,1.82926,4.433933667,C,14.85744702,12.33505656,13.57023948,0,0,0,1,0
sz.300223,2017,0,13.88720247,1.098612289,1361.737813,0.00578,0.0276,1156759953,0,-0.2678,1161.7235,53.0069,0.04,0.01,0.74,-0.25,2.3546,50.8099,1.2739,2.47329,4.558703,C,13.80039794,11.52944643,14.37874934,0,0,1,1,0
sz.300225,2017,0,11.74421905,1.386294361,331.98372,0.053161,0.2444,1210759304,0,0.5637,112.0054,9.9388,0.08,0.09,1.16,0.12,32.0203,0.4914,0.7947,1.25112,7.94735625,C,14.34966259,11.93904384,12.20075132,0,0,1,0,0
sz.300226,2017,0,12.82688932,2.397895273,464.842474,0.05845,0.7871,10213820115,0,-0.0722,194.0972,0.1447,0.21,0.3,324.63,-3.2,42.636,5.2873,0.0223,1.53441,4.767264,I,14.44139605,12.03064117,13.32104035,0,0,0,1,0
sz.300228,2017,0,12.95445965,2.63905733,727.427854,0.028329,0.5602,4206016537,0,-0.1767,-19.4877,5.6291,0.01,0.01,0.78,0.07,5.1169,18.4234,1.0782,2.24981,3.1180555,C,14.42010026,11.99655596,13.44085149,0,0,0,0,0
sz.300229,2017,0,12.99194181,2.197224577,401.252829,0.087729,0.1581,2210218930,0,-0.1333,43.4146,9.9144,0.13,0.11,1.12,-0.03,51.9883,0.809,2.166,2.40955,3.785103,I,14.41659782,12.10798622,13.48260378,0,0,0,1,0
sz.300232,2017,1,14.28269009,2.772588722,348.45961,0.158485,0.5816,4891576573,0,-0.0416,49.878,5.1986,0.34,0.38,3.09,-0.02,28.387,44.5894,1.0295,1.05185,5.347299,C,14.5138945,11.92629892,14.76956517,0.693147181,0,1,0,0
sz.300236,2017,1,11.97494648,2.995732274,962.710371,0.055519,0.1386,1513824222,0,-0.1145,104.0281,15.9616,0.3,0.35,1.88,0.33,51.6437,2.441,0.9444,2.26395,4.95744975,C,14.47277198,12.19046506,12.45994984,0.693147181,0,0,0,0
sz.300237,2017,2,11.03022352,2.772588722,241.815674,0.141854,0.6126,7754802492,0,-0.0006,35.834,4.8065,0.45,0.56,3.12,-0.55,32.8797,26.8333,0.4038,1.27105,4.6009245,E,13.6005844,11.20940727,11.51885074,1.098612289,0,0,0,0
sz.300238,2017,2,12.63023428,1.791759469,395.399111,0.049329,0.2941,1718166654,0,-0.2849,93.9664,20.2179,0.19,0.2,1.19,0.12,39.9549,3.894,0.9592,1.24847,5.00539525,C,14.60437738,12.11871521,13.1130633,1.098612289,0,0,0,0
sz.300240,2017,2,12.4283285,1.098612289,290.038076,0.067027,0.4493,2254110303,0,-0.009,63.4259,1.6799,0.18,0.23,6,-0.05,56.8647,0.1914,0.9807,1.94884,2.949853333,G,14.91831438,12.48146709,12.89254029,1.098612289,0,0,1,0
sz.300242,2017,0,12.64081785,1.386294361,538.684322,0.083802,0.1649,2758883761,0,-0.3639,26.7407,1.8591,0.08,0.09,1.18,0.01,41.1176,0.0668,0.1064,1.76192,2.8007855,I,14.52251183,12.12951786,13.11946381,0,0,0,1,0
sz.300244,2017,0,12.36311422,3.496507561,301.598805,0.148639,0.6012,7389643137,0,-0.2619,46.643,3.4036,0.45,0.79,6.67,-0.36,17.9242,40.766,1.4678,1.50505,5.625035,Q,14.77102239,12.11428465,12.8586492,0,0,1,0,0
sz.300245,2017,2,13.03314828,1.098612289,579.11519,0.04014,0.1012,1525737049,0,-0.1899,78.4875,10.5131,0.19,0.16,0.84,-0.16,14.1117,20.4841,1.9442,2.01239,4.78376925,I,14.38637767,11.92952393,13.49347981,1.098612289,0,1,0,0
sz.300251,2017,0,11.76834886,3.610917913,146.106122,0.096816,0.2886,11884462718,0,0.0707,43.164,17.7069,0.21,0.21,0.53,0.01,67.2249,8.2391,0.224,1.13155,3.77144775,R,14.52374387,12.09944345,12.26626422,0,0,1,1,0
sz.300253,2017,0,12.9527745,2.63905733,300.070363,0.088224,0.2837,3712302568,0,-0.3492,20.5824,11.3015,0.08,0.08,0.43,-0.15,13.2416,25.1514,3.0014,1.883,4.93981075,I,14.37769504,11.87539221,13.42133452,0,0,0,1,0
sz.300258,2017,0,11.96442813,3.555348061,235.028799,0.150181,0.3028,2390809544,0,0.0225,29.7716,6.756,0.45,0.56,1.98,0.63,57.5539,9.4224,1.428,1.10053,4.1803365,C,14.21603079,11.7926457,12.44747491,0,0,1,0,0
sz.300260,2017,1,14.06596463,0,299.564467,0.031834,0.4045,1152183492,0,-0.14,278.4441,5.9435,0.07,0.08,2.31,-0.05,9.382,42.3351,1.8706,1.87279,4.248656,C,13.98111059,11.52681007,14.54908349,0.693147181,0,1,0,0
sz.300261,2017,2,13.03109637,1.386294361,149.52613,0.038295,0.3868,3184229174,19491507,-0.091,353.9593,8.5329,0.09,0.1,1.34,0.39,57.6809,29.1019,0.8884,1.0604,4.30749575,C,14.2434551,11.8169699,13.49674574,1.098612289,0,1,0,0
sz.300263,2017,1,11.28953917,1.098612289,1355.030472,0.018789,0.2912,3654756857,0,-0.0258,383.9572,7.7978,0.05,0.06,0.86,0.35,3.1736,47.8283,1.1045,1.87957,2.71208175,C,15.166178,12.61376255,11.7715801,0.693147181,0,0,0,0
sz.300264,2017,0,10.2622069,1.945910149,339.565292,-0.136164,0.4019,910645897.2,0,-0.2453,174.2919,14.2318,-0.06,-0.1,0.33,-0.35,1.754,30.4695,1.4063,1.82864,6.11768375,I,14.06510206,11.60360374,10.75872658,0,0,0,0,0
sz.300265,2017,1,14.36040156,1.945910149,207.360618,0.043993,0.5318,2110876801,0,-0.3925,22.695,2.0814,0.21,0.2,3.32,0.26,56.2914,0.2925,0.9041,2.07787,4.135719,C,13.88866901,11.61752401,14.84778901,0.693147181,0,0,0,0
sz.300266,2017,1,14.42003738,2.302585093,63.377054,0.08822,0.5761,9121740949,0,-0.016,82.9909,13.3919,0.44,0.54,2.48,-0.79,49.2888,3.7531,0.5102,0.6851,8.677342333,N,14.59286147,12.03048782,14.89866639,0.693147181,0,1,0,0
sz.300268,2017,0,14.81228488,1.098612289,736.41062,0.01148,0.6671,1052811431,0,-0.4549,380.566,393.6698,-0.06,-0.03,1.23,-0.37,34.1302,0.1137,2.5511,1.10046,14.37212667,C,13.80242633,11.51276141,15.27053293,0,0,0,0,0
sz.300269,2017,2,12.04269201,2.302585093,202.99316,0.021278,0.4114,8321680493,0,-0.449,17.435,2.8161,0.56,0.64,4.59,0.21,6.1234,33.328,0.9645,0.92624,2.13763275,L,14.58497088,11.85865555,12.53294817,1.098612289,0,1,1,0
sz.300274,2017,1,17.3082052,3.17805383,372.32755,0.147499,0.5678,16248005973,0,0.7808,31.4764,4.5285,0.52,0.57,4.59,-0.26,38.157,32.947,0.2995,1.75939,3.07022625,C,15.13459644,12.54795454,17.80193136,0.693147181,0,1,0,0
sz.300277,2017,2,13.57769271,0,402.215312,0.012723,0.2831,677805079.9,0,-0.3387,81.8725,8.6447,-0.01,-0.03,0.35,-0.07,31.1481,0.2425,0.8496,1.85929,6.831185,I,14.2369809,11.87013835,14.09083184,1.098612289,0,0,1,0
sz.300279,2017,1,13.04300349,1.791759469,369.781816,0.045779,0.4621,3247437831,0,-0.1864,68.4274,4.2799,0.19,0.24,2.38,-0.13,11.7588,26.645,1.0451,1.69466,3.397293,C,14.18251269,11.69729333,13.54021869,0.693147181,0,1,1,0
sz.300280,2017,0,11.71368425,1.098612289,186.94672,0.007098,0.4048,1069665999,0,0.0149,410.6509,17.4197,0.07,0.03,1.93,-0.14,40.2982,0,1.5017,0.38507,6.43114475,L,14.15026775,11.69269744,12.19751636,0,0,0,1,0
sz.300285,2017,0,12.50456011,3.091042453,153.950513,0.128628,0.3457,3289090218,0,0.0228,78.8333,17.5017,0.29,0.34,1.5,0.12,39.0085,31.203,1.4323,0.90505,6.0497385,C,14.68231731,12.08558539,12.98150215,0,0,0,0,0
sz.300286,2017,1,11.44504477,1.609437912,249.093092,0.140492,0.2384,884060667.7,0,-0.3602,30.4781,7.7663,0.54,0.59,2.06,0.49,18.5905,29.7705,2.3558,1.76792,4.82628375,C,13.96891896,11.47293826,11.91258452,0.693147181,0,1,1,0
sz.300291,2017,0,13.38267571,2.079441542,149.863903,0.017222,0.1122,7234068146,0,-0.4906,26.8385,3.5813,0.06,0.06,0.73,-0.05,38.0667,11.4366,0.1353,0.72734,2.079524,R,15.05969426,12.41140986,13.8597625,0,1,0,0,0
sz.300294,2017,1,14.73811986,2.564949357,165.287352,0.147002,0.323,3669635081,0,-0.2028,45.5236,12.69,0.56,0.68,2.09,-0.24,65.575,4.5814,1.1154,1.00937,6.4945755,C,14.62644122,12.1157833,15.23460522,0.693147181,0,0,0,0
sz.300296,2017,0,14.13705968,3.091042453,263.754379,0.215268,0.5549,12657747596,0,0.156,39.1395,7.2517,0.39,0.42,2.63,0.11,22.2282,36.7819,0.616,0.98143,6.43049875,C,14.03480752,11.51640646,14.6110873,0,0,1,0,0
sz.300298,2017,0,13.22001365,2.302585093,215.813604,0.185646,0.1643,1662775841,0,0.3151,49.1122,10.1747,0.52,0.61,1.87,0.64,25.7716,32.0855,1.7957,1.22532,5.741651667,C,14.25518448,11.7127816,13.69836367,0,0,1,1,0
sz.300299,2017,1,13.53252601,1.609437912,1410.495784,-0.137589,0.4805,2396583190,4240235,-0.3532,66.8025,11.0065,0.14,0.15,0.64,0.04,39.6826,13.0117,1.3105,2.11926,5.14563275,I,14.6777256,12.36589208,14.01161324,0.693147181,0,1,0,0
sz.300300,2017,0,13.51185162,0,275.712793,0.039711,0.3673,3389948966,0,-0.1961,500,17.7112,0.1,0.06,0.71,0.01,20.0725,0.0246,1.1177,1.35959,3.80608825,I,13.46354024,11.14641561,14.00585962,0,0,0,1,0
sz.300301,2017,0,11.95722925,1.791759469,194.603413,0.016734,0.3511,3805279485,0,-0.2889,-79.2949,3.0222,0.04,0.09,1.68,0.03,11.6829,39.5568,2.961,1.07087,2.1338405,C,14.13229089,11.58398115,12.44570447,0,0,0,0,0
sz.300308,2017,1,12.03869964,3.258096538,259.978273,0.040317,0.4871,7810022719,0,1.458,207.5506,210.6105,0.26,0.3,2.26,0.02,61.778,5.2081,0.9609,1.60567,10.4327655,C,14.38953687,12.08564239,12.52194118,0.693147181,0,0,0,0
sz.300316,2017,0,12.56188105,3.218875825,310.999766,0.10834,0.385,6016196064,0,0.7454,78.9516,18.8689,0.11,0.12,0.46,0.01,65.8503,8.5423,0.9093,2.00803,4.33051075,C,15.15051189,12.73723484,13.04691068,0,0,0,0,0
sz.300320,2017,1,13.59641233,1.386294361,169.943524,0.154111,0.429,1639506782,0,0.3223,65.5932,7.9598,0.19,0.23,1.67,-0.08,5.1232,12.9411,1.1652,0.85673,6.3643485,C,13.85377023,11.36402448,14.08571978,0.693147181,0,1,0,0
sz.300321,2017,1,12.42326107,0,314.498201,0.0413,0.1784,721589835.7,0,-0.4008,69.1067,4.7499,0.17,0.15,3.7,-0.07,46.6068,9.0957,1.4906,1.86794,3.77894675,C,14.17730308,11.81573658,12.90950127,0.693147181,0,0,0,0
sz.300327,2017,1,13.34241233,3.044522438,646.670624,0.171206,0.1916,980777107.4,0,0.0245,58.4808,12.6269,0.45,0.49,2.35,0.64,45.6902,22.944,0.4579,1.95325,9.01926725,C,14.65957505,12.21912361,13.81059569,0.693147181,0,0,0,0
sz.300332,2017,0,13.66099282,1.791759469,580.191445,0.025871,0.5604,8349959929,24271844,-0.3,115.6286,3.4647,0.05,0.04,1.37,0.09,45.926,5.6555,0.8625,1.72895,2.1738325,D,15.18795977,12.68840896,14.12899336,0,0,0,0,0
sz.300338,2017,1,10.98914409,3.135494216,189.102708,0.075884,0.2911,3015617527,0,-0.1609,125.5611,21.3978,0.32,0.4,1.72,0.56,29.343,38.923,4.622,0.63302,3.778331,P,14.70730407,12.03875736,11.5209259,0.693147181,0,0,0,0
